"日付け","終値","始値","高値","安値","出来高","前日比%"
"2012年08月19日","8.00","8.00","8.00","8.00","-","-31.09%"
"2012年08月18日","11.61","11.61","11.61","11.61","-","0.26%"
"2012年08月17日","11.58","11.58","11.58","11.58","-","-14.22%"
"2012年08月16日","13.50","13.50","13.50","13.50","-","1.89%"
"2012年08月15日","13.25","13.25","13.25","13.25","-","8.70%"
"2012年08月14日","12.19","12.19","12.19","12.19","-","1.25%"
"2012年08月13日","12.04","12.04","12.04","12.04","-","3.61%"
"2012年08月12日","11.62","11.62","11.62","11.62","-","0.96%"
"2012年08月11日","11.51","11.51","11.51","11.51","-","1.05%"
"2012年08月10日","11.39","11.39","11.39","11.39","-","2.98%"
"2012年08月09日","11.06","11.06","11.06","11.06","-","0.00%"
"2012年08月08日","11.06","11.06","11.06","11.06","-","-0.36%"
"2012年08月07日","11.10","11.10","11.10","11.10","-","2.21%"
"2012年08月06日","10.86","10.86","10.86","10.86","-","-0.09%"
"2012年08月05日","10.87","10.87","10.87","10.87","-","-1.00%"
"2012年08月04日","10.98","10.98","10.98","10.98","-","0.09%"
"2012年08月03日","10.97","10.97","10.97","10.97","-","4.18%"
"2012年08月02日","10.53","10.53","10.53","10.53","-","10.26%"
"2012年08月01日","9.55","9.55","9.55","9.55","-","2.14%"
"2012年07月31日","9.35","9.35","9.35","9.35","-","2.75%"
"2012年07月30日","9.10","9.10","9.10","9.10","-","4.48%"
"2012年07月29日","8.71","8.71","8.71","8.71","-","-2.02%"
"2012年07月28日","8.89","8.89","8.89","8.89","-","-0.11%"
"2012年07月27日","8.90","8.90","8.90","8.90","-","0.00%"
"2012年07月26日","8.90","8.90","8.90","8.90","-","1.14%"
"2012年07月25日","8.80","8.80","8.80","8.80","-","2.33%"
"2012年07月24日","8.60","8.60","8.60","8.60","-","1.78%"
"2012年07月23日","8.45","8.45","8.45","8.45","-","0.48%"
"2012年07月22日","8.41","8.41","8.41","8.41","-","-4.97%"
"2012年07月21日","8.85","8.85","8.85","8.85","-","3.87%"
"2012年07月20日","8.52","8.52","8.52","8.52","-","-3.95%"
"2012年07月19日","8.87","8.87","8.87","8.87","-","-2.63%"
"2012年07月18日","9.11","9.11","9.11","9.11","-","3.52%"
"2012年07月17日","8.80","8.80","8.80","8.80","-","3.53%"
"2012年07月16日","8.50","8.50","8.50","8.50","-","11.55%"
"2012年07月15日","7.62","7.62","7.62","7.62","-","1.06%"
"2012年07月14日","7.54","7.54","7.54","7.54","-","-1.69%"
"2012年07月13日","7.67","7.67","7.67","7.67","-","-1.16%"
"2012年07月12日","7.76","7.76","7.76","7.76","-","8.53%"
"2012年07月11日","7.15","7.15","7.15","7.15","-","-0.69%"
"2012年07月10日","7.20","7.20","7.20","7.20","-","2.56%"
"2012年07月09日","7.02","7.02","7.02","7.02","-","3.24%"
"2012年07月08日","6.80","6.80","6.80","6.80","-","0.59%"
"2012年07月07日","6.76","6.76","6.76","6.76","-","1.65%"
"2012年07月06日","6.65","6.65","6.65","6.65","-","-0.30%"
"2012年07月05日","6.67","6.67","6.67","6.67","-","2.46%"
"2012年07月04日","6.51","6.51","6.51","6.51","-","0.93%"
"2012年07月03日","6.45","6.45","6.45","6.45","-","-4.59%"
"2012年07月02日","6.76","6.76","6.76","6.76","-","1.96%"
"2012年07月01日","6.63","6.63","6.63","6.63","-","-0.90%"
"2012年06月30日","6.69","6.69","6.69","6.69","-","0.60%"
"2012年06月29日","6.65","6.65","6.65","6.65","-","0.61%"
"2012年06月28日","6.61","6.61","6.61","6.61","-","-0.60%"
"2012年06月27日","6.65","6.65","6.65","6.65","-","3.58%"
"2012年06月26日","6.42","6.42","6.42","6.42","-","1.90%"
"2012年06月25日","6.30","6.30","6.30","6.30","-","-0.79%"
"2012年06月24日","6.35","6.35","6.35","6.35","-","-1.24%"
"2012年06月23日","6.43","6.43","6.43","6.43","-","-1.83%"
"2012年06月22日","6.55","6.55","6.55","6.55","-","-1.95%"
"2012年06月21日","6.68","6.68","6.68","6.68","-","0.15%"
"2012年06月20日","6.67","6.67","6.67","6.67","-","2.62%"
"2012年06月19日","6.50","6.50","6.50","6.50","-","3.01%"
"2012年06月18日","6.31","6.31","6.31","6.31","-","2.44%"
"2012年06月17日","6.16","6.16","6.16","6.16","-","-3.75%"
"2012年06月16日","6.40","6.40","6.40","6.40","-","-1.54%"
"2012年06月15日","6.50","6.50","6.50","6.50","-","9.24%"
"2012年06月14日","5.95","5.95","5.95","5.95","-","0.34%"
"2012年06月13日","5.93","5.93","5.93","5.93","-","4.04%"
"2012年06月12日","5.70","5.70","5.70","5.70","-","2.33%"
"2012年06月11日","5.57","5.57","5.57","5.57","-","1.83%"
"2012年06月10日","5.47","5.47","5.47","5.47","-","-1.62%"
"2012年06月09日","5.56","5.56","5.56","5.56","-","-1.24%"
"2012年06月08日","5.63","5.63","5.63","5.63","-","0.72%"
"2012年06月07日","5.59","5.59","5.59","5.59","-","2.38%"
"2012年06月06日","5.46","5.46","5.46","5.46","-","0.37%"
"2012年06月05日","5.44","5.44","5.44","5.44","-","3.23%"
"2012年06月04日","5.27","5.27","5.27","5.27","-","1.15%"
"2012年06月03日","5.21","5.21","5.21","5.21","-","-0.76%"
"2012年06月02日","5.25","5.25","5.25","5.25","-","-0.38%"
"2012年06月01日","5.27","5.27","5.27","5.27","-","1.74%"
"2012年05月31日","5.18","5.18","5.18","5.18","-","0.97%"
"2012年05月30日","5.13","5.13","5.13","5.13","-","-0.39%"
"2012年05月29日","5.15","5.15","5.15","5.15","-","0.19%"
"2012年05月28日","5.14","5.14","5.14","5.14","-","0.00%"
"2012年05月27日","5.14","5.14","5.14","5.14","-","0.78%"
"2012年05月26日","5.10","5.10","5.10","5.10","-","-0.97%"
"2012年05月25日","5.15","5.15","5.15","5.15","-","0.59%"
"2012年05月24日","5.12","5.12","5.12","5.12","-","-0.39%"
"2012年05月23日","5.14","5.14","5.14","5.14","-","0.78%"
"2012年05月22日","5.10","5.10","5.10","5.10","-","0.00%"
"2012年05月21日","5.10","5.10","5.10","5.10","-","0.20%"
"2012年05月20日","5.09","5.09","5.09","5.09","-","-0.20%"
"2012年05月19日","5.10","5.10","5.10","5.10","-","-0.39%"
"2012年05月18日","5.12","5.12","5.12","5.12","-","0.39%"
"2012年05月17日","5.10","5.10","5.10","5.10","-","0.20%"
"2012年05月16日","5.09","5.09","5.09","5.09","-","1.19%"
"2012年05月15日","5.03","5.03","5.03","5.03","-","0.40%"
"2012年05月14日","5.01","5.01","5.01","5.01","-","1.62%"
"2012年05月13日","4.93","4.93","4.93","4.93","-","-0.40%"
"2012年05月12日","4.95","4.95","4.95","4.95","-","-0.20%"
"2012年05月11日","4.96","4.96","4.96","4.96","-","2.27%"
"2012年05月10日","4.85","4.85","4.85","4.85","-","-3.77%"
"2012年05月09日","5.04","5.04","5.04","5.04","-","-0.20%"
"2012年05月08日","5.05","5.05","5.05","5.05","-","-0.20%"
"2012年05月07日","5.06","5.06","5.06","5.06","-","0.20%"
"2012年05月06日","5.05","5.05","5.05","5.05","-","-0.59%"
"2012年05月05日","5.08","5.08","5.08","5.08","-","0.20%"
"2012年05月04日","5.07","5.07","5.07","5.07","-","-1.17%"
"2012年05月03日","5.13","5.13","5.13","5.13","-","1.18%"
"2012年05月02日","5.07","5.07","5.07","5.07","-","1.40%"
"2012年05月01日","5.00","5.00","5.00","5.00","-","1.01%"
"2012年04月30日","4.95","4.95","4.95","4.95","-","1.02%"
"2012年04月29日","4.90","4.90","4.90","4.90","-","-1.61%"
"2012年04月28日","4.98","4.98","4.98","4.98","-","-2.54%"
"2012年04月27日","5.11","5.11","5.11","5.11","-","0.20%"
"2012年04月26日","5.10","5.10","5.10","5.10","-","-0.58%"
"2012年04月25日","5.13","5.13","5.13","5.13","-","0.59%"
"2012年04月24日","5.10","5.10","5.10","5.10","-","2.82%"
"2012年04月23日","4.96","4.96","4.96","4.96","-","-4.62%"
"2012年04月22日","5.20","5.20","5.20","5.20","-","-1.14%"
"2012年04月21日","5.26","5.26","5.26","5.26","-","-1.68%"
"2012年04月20日","5.35","5.35","5.35","5.35","-","4.09%"
"2012年04月19日","5.14","5.14","5.14","5.14","-","0.39%"
"2012年04月18日","5.12","5.12","5.12","5.12","-","2.81%"
"2012年04月17日","4.98","4.98","4.98","4.98","-","1.01%"
"2012年04月16日","4.93","4.93","4.93","4.93","-","-0.80%"
"2012年04月15日","4.97","4.97","4.97","4.97","-","0.20%"
"2012年04月14日","4.96","4.96","4.96","4.96","-","0.40%"
"2012年04月13日","4.94","4.94","4.94","4.94","-","0.41%"
"2012年04月12日","4.92","4.92","4.92","4.92","-","-0.20%"
"2012年04月11日","4.93","4.93","4.93","4.93","-","1.86%"
"2012年04月10日","4.84","4.84","4.84","4.84","-","-0.62%"
"2012年04月09日","4.87","4.87","4.87","4.87","-","1.67%"
"2012年04月08日","4.79","4.79","4.79","4.79","-","2.13%"
"2012年04月07日","4.69","4.69","4.69","4.69","-","-5.25%"
"2012年04月06日","4.95","4.95","4.95","4.95","-","0.61%"
"2012年04月05日","4.92","4.92","4.92","4.92","-","0.20%"
"2012年04月04日","4.91","4.91","4.91","4.91","-","-0.81%"
"2012年04月03日","4.95","4.95","4.95","4.95","-","-0.40%"
"2012年04月02日","4.97","4.97","4.97","4.97","-","2.90%"
"2012年04月01日","4.83","4.83","4.83","4.83","-","-1.63%"
"2012年03月31日","4.91","4.91","4.91","4.91","-","1.03%"
"2012年03月30日","4.86","4.86","4.86","4.86","-","1.04%"
"2012年03月29日","4.81","4.81","4.81","4.81","-","0.42%"
"2012年03月28日","4.79","4.79","4.79","4.79","-","-0.42%"
"2012年03月27日","4.81","4.81","4.81","4.81","-","4.11%"
"2012年03月26日","4.62","4.62","4.62","4.62","-","1.54%"
"2012年03月25日","4.55","4.55","4.55","4.55","-","-2.78%"
"2012年03月24日","4.68","4.68","4.68","4.68","-","-0.21%"
"2012年03月23日","4.69","4.69","4.69","4.69","-","-0.21%"
"2012年03月22日","4.70","4.70","4.70","4.70","-","-2.29%"
"2012年03月21日","4.81","4.81","4.81","4.81","-","-0.62%"
"2012年03月20日","4.84","4.84","4.84","4.84","-","3.20%"
"2012年03月19日","4.69","4.69","4.69","4.69","-","-11.17%"
"2012年03月18日","5.28","5.28","5.28","5.28","-","1.15%"
"2012年03月17日","5.22","5.22","5.22","5.22","-","-2.25%"
"2012年03月16日","5.34","5.34","5.34","5.34","-","0.19%"
"2012年03月15日","5.33","5.33","5.33","5.33","-","-0.93%"
"2012年03月14日","5.38","5.38","5.38","5.38","-","2.09%"
"2012年03月13日","5.27","5.27","5.27","5.27","-","7.77%"
"2012年03月12日","4.89","4.89","4.89","4.89","-","-0.41%"
"2012年03月11日","4.91","4.91","4.91","4.91","-","1.66%"
"2012年03月10日","4.83","4.83","4.83","4.83","-","-0.62%"
"2012年03月09日","4.86","4.86","4.86","4.86","-","-1.42%"
"2012年03月08日","4.93","4.93","4.93","4.93","-","-0.20%"
"2012年03月07日","4.94","4.94","4.94","4.94","-","-1.00%"
"2012年03月06日","4.99","4.99","4.99","4.99","-","0.20%"
"2012年03月05日","4.98","4.98","4.98","4.98","-","3.32%"
"2012年03月04日","4.82","4.82","4.82","4.82","-","4.56%"
"2012年03月03日","4.61","4.61","4.61","4.61","-","-1.91%"
"2012年03月02日","4.70","4.70","4.70","4.70","-","-4.47%"
"2012年03月01日","4.92","4.92","4.92","4.92","-","1.23%"
"2012年02月29日","4.86","4.86","4.86","4.86","-","-0.21%"
"2012年02月28日","4.87","4.87","4.87","4.87","-","-1.81%"
"2012年02月27日","4.96","4.96","4.96","4.96","-","0.81%"
"2012年02月26日","4.92","4.92","4.92","4.92","-","3.14%"
"2012年02月25日","4.77","4.77","4.77","4.77","-","-5.17%"
"2012年02月24日","5.03","5.03","5.03","5.03","-","0.40%"
"2012年02月23日","5.01","5.01","5.01","5.01","-","13.35%"
"2012年02月22日","4.42","4.42","4.42","4.42","-","3.51%"
"2012年02月21日","4.27","4.27","4.27","4.27","-","-2.06%"
"2012年02月20日","4.36","4.36","4.36","4.36","-","-0.68%"
"2012年02月19日","4.39","4.39","4.39","4.39","-","4.03%"
"2012年02月18日","4.22","4.22","4.22","4.22","-","-4.31%"
"2012年02月17日","4.41","4.41","4.41","4.41","-","3.28%"
"2012年02月16日","4.27","4.27","4.27","4.27","-","-1.39%"
"2012年02月15日","4.33","4.33","4.33","4.33","-","-2.91%"
"2012年02月14日","4.46","4.46","4.46","4.46","-","-15.21%"
"2012年02月13日","5.26","5.26","5.26","5.26","-","-4.54%"
"2012年02月12日","5.51","5.51","5.51","5.51","-","-1.61%"
"2012年02月11日","5.60","5.60","5.60","5.60","-","-5.25%"
"2012年02月10日","5.91","5.91","5.91","5.91","-","1.37%"
"2012年02月09日","5.83","5.83","5.83","5.83","-","4.11%"
"2012年02月08日","5.60","5.60","5.60","5.60","-","-1.58%"
"2012年02月07日","5.69","5.69","5.69","5.69","-","4.40%"
"2012年02月06日","5.45","5.45","5.45","5.45","-","-4.22%"
"2012年02月05日","5.69","5.69","5.69","5.69","-","-3.07%"
"2012年02月04日","5.87","5.87","5.87","5.87","-","-1.51%"
"2012年02月03日","5.96","5.96","5.96","5.96","-","-2.30%"
"2012年02月02日","6.10","6.10","6.10","6.10","-","0.33%"
